Date,Open,High,Low,Close,Adj Close,Volume,,
12/04/1999,4345.839844,4361.049805,4310.319824,4355,4355,0,,
13/04/1999,4393.100098,4410.27002,4338.850098,4367.410156,4367.410156,0,,
14/04/1999,4336.990234,4362.879883,4309.379883,4349.259766,4349.259766,0,,
15/04/1999,4340.580078,4347.430176,4293.169922,4310.640137,4310.640137,0,,
16/04/1999,4302.509766,4338.140137,4265.069824,4300.910156,4300.910156,0,,
19/04/1999,4341.279785,4379.339844,4326.169922,4379.339844,4379.339844,0,,
20/04/1999,4311.890137,4312.259766,4246.77002,4253.27002,4253.27002,0,,
21/04/1999,4269.870117,4304.180176,4259.830078,4291.600098,4291.600098,0,,
22/04/1999,4335.569824,4343.189941,4270.600098,4291.850098,4291.850098,0,,
23/04/1999,4301.209961,4324.580078,4259.459961,4262.430176,4262.430176,0,,
26/04/1999,4278.629883,4328.649902,4262.839844,4284.399902,4284.399902,0,,
27/04/1999,4317.410156,4395.709961,4309.299805,4390.919922,4390.919922,0,,
28/04/1999,4382.310059,4382.410156,4338.700195,4374.700195,4374.700195,0,,
29/04/1999,4340.22998,4390.620117,4328.870117,4371.529785,4371.529785,0,,
30/04/1999,4373.410156,4432.589844,4371.330078,4405.350098,4405.350098,0,,
03/05/1999,4413.720215,4442.839844,4379.720215,4442.839844,4442.839844,0,,
04/05/1999,4479.430176,4483.939941,4427.439941,4438.549805,4438.549805,0,,
05/05/1999,4443.399902,4443.399902,4354.689941,4368.169922,4368.169922,0,,
06/05/1999,4406.560059,4430.100098,4325.75,4333.240234,4333.240234,0,,
07/05/1999,4313.759766,4340.339844,4288.450195,4289.560059,4289.560059,0,,
10/05/1999,4301.540039,4347.149902,4264.22998,4347.149902,4347.149902,0,,
11/05/1999,4341.620117,4363.620117,4320.049805,4349.97998,4349.97998,0,,
12/05/1999,4331.209961,4373.859863,4294.290039,4354.790039,4354.790039,0,,
13/05/1999,4347.560059,4420.459961,4345.450195,4415.879883,4415.879883,0,,
14/05/1999,4409.149902,4443.299805,4307.899902,4323.830078,4323.830078,0,,
17/05/1999,4271.100098,4280.040039,4243.220215,4248.939941,4248.939941,0,,
18/05/1999,4279.540039,4321.77002,4260.189941,4312.740234,4312.740234,0,,
19/05/1999,4301.680176,4375.910156,4295.830078,4375.910156,4375.910156,0,,
20/05/1999,4390.640137,4421.910156,4366.740234,4421.910156,4421.910156,0,,
21/05/1999,4392.850098,4422.160156,4374.220215,4398.129883,4398.129883,0,,
24/05/1999,null,null,null,null,null,null,,
25/05/1999,4350.220215,4373.779785,4314.459961,4373.779785,4373.779785,0,,
26/05/1999,4352.939941,4393.5,4336.189941,4376.680176,4376.680176,0,,
27/05/1999,4398.169922,4398.439941,4317.640137,4326.439941,4326.439941,0,,
28/05/1999,4307.200195,4324.089844,4270.799805,4315.040039,4315.040039,0,,
31/05/1999,4325.740234,4351.290039,4304.740234,4351.290039,4351.290039,0,,
01/06/1999,4323.080078,4381.200195,4302.359863,4313.689941,4313.689941,0,,
02/06/1999,4307.200195,4327.100098,4282.790039,4315.339844,4315.339844,0,,
03/06/1999,4325.569824,4364.160156,4315.830078,4354.52002,4354.52002,0,,
04/06/1999,4351.009766,4368.740234,4291.819824,4344.25,4344.25,0,,
07/06/1999,4357.450195,4409.169922,4344.410156,4404.240234,4404.240234,0,,
08/06/1999,4408.290039,4431.930176,4397.990234,4407.580078,4407.580078,0,,
09/06/1999,4413.580078,4451.290039,4413.22998,4422.390137,4422.390137,0,,
10/06/1999,4423.870117,4446,4363.549805,4380.990234,4380.990234,0,,
11/06/1999,4397.640137,4405.950195,4366.779785,4385.830078,4385.830078,0,,
14/06/1999,4373.540039,4382.740234,4349.680176,4372.390137,4372.390137,0,,
15/06/1999,4365.129883,4419.680176,4331.830078,4418.180176,4418.180176,0,,
16/06/1999,4420.129883,4481.75,4400.810059,4481.75,4481.75,0,,
17/06/1999,4501.859863,4510.47998,4467.009766,4508.77002,4508.77002,0,,
18/06/1999,4527.22998,4549.5,4504.549805,4539.560059,4539.560059,0,,
21/06/1999,4532.040039,4587.970215,4532.040039,4545.089844,4545.089844,0,,
22/06/1999,4504.950195,4540.390137,4492.339844,4538.040039,4538.040039,0,,
23/06/1999,4508.189941,4511.129883,4465.839844,4481.660156,4481.660156,0,,
24/06/1999,4508.990234,4522.609863,4434.209961,4434.209961,4434.209961,0,,
25/06/1999,4400.47998,4436.700195,4400.25,4416.890137,4416.890137,0,,
28/06/1999,4410.350098,4465.22998,4406.950195,4465.22998,4465.22998,0,,
29/06/1999,4479.390137,4503.830078,4474.459961,4503.830078,4503.830078,0,,
30/06/1999,4512.52002,4551.700195,4511.040039,4536.609863,4536.609863,0,,
01/07/1999,4608.580078,4637.680176,4574.959961,4609.259766,4609.259766,0,,
02/07/1999,4586.129883,4627.029785,4583.560059,4620.669922,4620.669922,0,,
05/07/1999,4655.459961,4702.620117,4621.740234,4697.839844,4697.839844,0,,
06/07/1999,4643.47998,4693.930176,4611.27002,4692.509766,4692.509766,0,,
07/07/1999,4665.919922,4691.720215,4638.810059,4662.200195,4662.200195,0,,
08/07/1999,4671.069824,4678.97998,4609.740234,4631.129883,4631.129883,0,,
09/07/1999,4615.839844,4679.509766,4613.779785,4647.830078,4647.830078,0,,
12/07/1999,4653.959961,4691.490234,4635.149902,4662.279785,4662.279785,0,,
13/07/1999,4653.359863,4655.580078,4578.75,4594.649902,4594.649902,0,,
14/07/1999,4653.359863,4655.580078,4578.75,4594.649902,4594.649902,0,,
15/07/1999,4610.660156,4677.569824,4590.209961,4665.669922,4665.669922,0,,
16/07/1999,4657.279785,4677.160156,4645.299805,4656.790039,4656.790039,0,,
19/07/1999,4654.450195,4675.850098,4600.560059,4618.75,4618.75,0,,
20/07/1999,4603.850098,4624.959961,4544.189941,4548.310059,4548.310059,0,,
21/07/1999,4501.97998,4513.890137,4481.310059,4501.27002,4501.27002,0,,
22/07/1999,4497.450195,4506.339844,4443.709961,4489.569824,4489.569824,0,,
23/07/1999,4464.669922,4488.490234,4433.669922,4440.450195,4440.450195,0,,
26/07/1999,4457.890137,4457.890137,4360.77002,4395.910156,4395.910156,0,,
27/07/1999,4415.580078,4433.930176,4399.540039,4426.120117,4426.120117,0,,
28/07/1999,4442.879883,4446.430176,4406.470215,4428.709961,4428.709961,0,,
29/07/1999,4410.589844,4419.140137,4291.939941,4306.399902,4306.399902,0,,
30/07/1999,4333.660156,4382.060059,4307.720215,4382.060059,4382.060059,0,,
02/08/1999,4321.180176,4386.759766,4273.990234,4377.870117,4377.870117,0,,
03/08/1999,4352.72998,4373.310059,4320.5,4354.75,4354.75,0,,
04/08/1999,4355.100098,4362.22998,4293.649902,4326.200195,4326.200195,0,,
05/08/1999,4277.680176,4291.540039,4221,4240.700195,4240.700195,0,,
06/08/1999,4266.549805,4276.450195,4197.379883,4223.640137,4223.640137,0,,
09/08/1999,4233.439941,4299.069824,4218.399902,4292.899902,4292.899902,0,,
10/08/1999,4277.959961,4288.02002,4235.830078,4245.350098,4245.350098,0,,
11/08/1999,4268.950195,4292.890137,4257.140137,4268.950195,4268.950195,0,,
12/08/1999,4338.899902,4369.870117,4322.930176,4365.660156,4365.660156,0,,
13/08/1999,4352.319824,4442.319824,4338.370117,4434.279785,4434.279785,0,,
16/08/1999,4458.319824,4459.109863,4413.77002,4458.75,4458.75,0,,
17/08/1999,4464.459961,4504.5,4426.5,4479.75,4479.75,0,,
18/08/1999,4502.339844,4502.620117,4458.72998,4479.259766,4479.259766,0,,
19/08/1999,4461.609863,4461.799805,4399.830078,4408.899902,4408.899902,0,,
20/08/1999,4411.5,4473.080078,4411.5,4472,4472,0,,
23/08/1999,4469.370117,4522.169922,4468.129883,4487.350098,4487.350098,0,,
24/08/1999,4527.919922,4543.129883,4485.810059,4540.399902,4540.399902,0,,
25/08/1999,4556.109863,4635.799805,4555.870117,4629.22998,4629.22998,0,,
26/08/1999,4651.009766,4651.009766,4602.890137,4629.370117,4629.370117,0,,
27/08/1999,4604.660156,4662.879883,4598.160156,4642.709961,4642.709961,0,,
30/08/1999,4664.169922,4671.279785,4605.450195,4657.439941,4657.439941,0,,
31/08/1999,4605.580078,4630.25,4579.450195,4589.220215,4589.220215,0,,
01/09/1999,4606.799805,4634.029785,4599.189941,4633.379883,4633.379883,0,,
02/09/1999,4614.759766,4617.310059,4535.560059,4550.600098,4550.600098,0,,
03/09/1999,4571.640137,4672.370117,4566.120117,4672.370117,4672.370117,0,,
06/09/1999,4681.589844,4708.029785,4668.040039,4668.040039,4668.040039,0,,
07/09/1999,4663.589844,4728.609863,4663.589844,4679.930176,4679.930176,0,,
08/09/1999,4672.080078,4693.069824,4639.600098,4680.609863,4680.609863,0,,
09/09/1999,4680.779785,4720.040039,4669.810059,4717.419922,4717.419922,0,,
10/09/1999,4715.850098,4773.819824,4715.330078,4745.47998,4745.47998,0,,
13/09/1999,4748.5,4764.180176,4692.390137,4716.779785,4716.779785,0,,
14/09/1999,4734.359863,4758.859863,4680.399902,4697.390137,4697.390137,0,,
15/09/1999,4666.569824,4725.290039,4642.370117,4662.02002,4662.02002,0,,
16/09/1999,4625.740234,4673.75,4622.890137,4640.549805,4640.549805,0,,
17/09/1999,4670.359863,4680.259766,4638.339844,4644.319824,4644.319824,0,,
20/09/1999,4664.709961,4707.009766,4653.310059,4680.490234,4680.490234,0,,
21/09/1999,4688.970215,4695.259766,4600.029785,4612.930176,4612.930176,0,,
22/09/1999,4553.759766,4594.560059,4543.859863,4568.120117,4568.120117,0,,
23/09/1999,4575.680176,4610.589844,4560.009766,4601.240234,4601.240234,0,,
24/09/1999,4538.779785,4571.910156,4531.660156,4540.870117,4540.870117,0,,
27/09/1999,4568.27002,4604.799805,4562.810059,4596.600098,4596.600098,0,,
28/09/1999,4597.060059,4599.560059,4543.919922,4543.919922,4543.919922,0,,
29/09/1999,4588.22998,4591.649902,4499.870117,4535.080078,4535.080078,0,,
30/09/1999,4522.279785,4591.419922,4513.5,4591.419922,4591.419922,0,,
01/10/1999,4588.799805,4600.720215,4520.459961,4550.569824,4550.569824,0,,
04/10/1999,4565.350098,4610.529785,4541.810059,4603.240234,4603.240234,0,,
05/10/1999,4626.419922,4664.149902,4612.72998,4661.129883,4661.129883,0,,
06/10/1999,4645.52002,4696.709961,4640.77002,4691.720215,4691.720215,0,,
07/10/1999,4723.970215,4747.919922,4672.279785,4742.259766,4742.259766,0,,
08/10/1999,4734.799805,4745.609863,4691.180176,4721.930176,4721.930176,0,,
11/10/1999,4713.600098,4732.410156,4702.200195,4722.350098,4722.350098,0,,
12/10/1999,4718.47998,4727.629883,4649.060059,4658.540039,4658.540039,0,,
13/10/1999,4609.060059,4636.709961,4594.589844,4602.850098,4602.850098,0,,
14/10/1999,4579.77002,4628.259766,4568.549805,4583.629883,4583.629883,0,,
15/10/1999,4555.720215,4582.22998,4487.109863,4524.419922,4524.419922,0,,
18/10/1999,4505.330078,4511.740234,4452.930176,4495.299805,4495.299805,0,,
19/10/1999,4524.620117,4593.52002,4478.689941,4591.200195,4591.200195,0,,
20/10/1999,4581.160156,4623.600098,4562.859863,4577.830078,4577.830078,0,,
21/10/1999,4595.379883,4619.560059,4558.720215,4602.390137,4602.390137,0,,
22/10/1999,4606.97998,4683.919922,4606.97998,4677.799805,4677.799805,0,,
25/10/1999,4674.529785,4738.830078,4658.580078,4669.279785,4669.279785,0,,
26/10/1999,4666.209961,4715.149902,4653.620117,4706.589844,4706.589844,0,,
27/10/1999,4679.200195,4708.950195,4655.930176,4695.049805,4695.049805,0,,
28/10/1999,4716.439941,4792.029785,4685.430176,4748.620117,4748.620117,0,,
29/10/1999,4809.950195,4903.430176,4803.75,4888.620117,4888.620117,0,,
01/11/1999,null,null,null,null,null,null,,
02/11/1999,4872.879883,4898.970215,4831.819824,4898.52002,4898.52002,0,,
03/11/1999,4875.669922,4926.310059,4866.529785,4917.839844,4917.839844,0,,
04/11/1999,4915.589844,4975.109863,4900.609863,4943.740234,4943.740234,0,,
05/11/1999,4944.529785,4986.459961,4916.629883,4975.899902,4975.899902,0,,
08/11/1999,4953.009766,4994.77002,4946.189941,4994.77002,4994.77002,0,,
09/11/1999,5014.459961,5057.609863,4996.580078,4997.560059,4997.560059,0,,
10/11/1999,4997.790039,5051.830078,4972.22998,5051.830078,5051.830078,0,,
11/11/1999,5066.02002,5132.080078,5060.47998,5132.080078,5132.080078,0,,
12/11/1999,5127.359863,5170.680176,5105.899902,5141.509766,5141.509766,0,,
15/11/1999,5152.939941,5199.109863,5129.060059,5178.129883,5178.129883,0,,
16/11/1999,5166.720215,5191.47998,5148.120117,5191.009766,5191.009766,0,,
17/11/1999,5190.290039,5194.830078,5145.129883,5178.22998,5178.22998,0,,
18/11/1999,5154.470215,5254.910156,5154.470215,5246.330078,5246.330078,0,,
19/11/1999,5254.970215,5272.089844,5211.919922,5263.22998,5263.22998,0,,
22/11/1999,5267.009766,5304.120117,5144.439941,5147.959961,5147.959961,0,,
23/11/1999,5168.109863,5196.109863,5139.509766,5152.870117,5152.870117,0,,
24/11/1999,5165.370117,5217.359863,5142.600098,5189.379883,5189.379883,0,,
25/11/1999,5211.450195,5370.089844,5198.97998,5352.600098,5352.600098,0,,
26/11/1999,5388.52002,5437.620117,5340.910156,5396.990234,5396.990234,0,,
29/11/1999,5374.459961,5443.22998,5364.580078,5373.910156,5373.910156,0,,
30/11/1999,5368.180176,5387.160156,5291.589844,5341.620117,5341.620117,0,,
01/12/1999,5315.75,5382.129883,5312.890137,5381.410156,5381.410156,0,,
02/12/1999,5377.569824,5379.120117,5329.899902,5354.189941,5354.189941,0,,
03/12/1999,5360.330078,5471.640137,5360.330078,5468.049805,5468.049805,0,,
06/12/1999,5462.490234,5513.379883,5445.220215,5509.970215,5509.970215,0,,
07/12/1999,5507.72998,5559.169922,5499.72998,5534.509766,5534.509766,0,,
08/12/1999,5501.490234,5520.779785,5472.319824,5487.120117,5487.120117,0,,
09/12/1999,5476,5558.049805,5461.22998,5548.620117,5548.620117,0,,
10/12/1999,5478.149902,5553.439941,5467.029785,5481.100098,5481.100098,0,,
13/12/1999,5484.560059,5538.52002,5468.930176,5535.759766,5535.759766,0,,
14/12/1999,5524.910156,5587.669922,5499.680176,5564.470215,5564.470215,0,,
15/12/1999,5533.359863,5587.890137,5494.27002,5530.129883,5530.129883,0,,
16/12/1999,5545.850098,5583.689941,5522.959961,5540.160156,5540.160156,0,,
17/12/1999,5546.950195,5597.620117,5502.399902,5502.399902,5502.399902,0,,
20/12/1999,5496.709961,5547.47998,5475.640137,5521.109863,5521.109863,0,,
21/12/1999,5499.759766,5535.870117,5483.649902,5529.240234,5529.240234,0,,
22/12/1999,5509.310059,5657.370117,5509.310059,5621.290039,5621.290039,0,,
23/12/1999,5629.089844,5770.470215,5629.089844,5731.350098,5731.350098,0,,
24/12/1999,5778.97998,5867.870117,5774.509766,5852.5,5852.5,0,,
27/12/1999,5886.75,5922.189941,5826.629883,5834.470215,5834.470215,0,,
28/12/1999,5901.410156,5901.410156,5801.180176,5827.080078,5827.080078,0,,
29/12/1999,5856.100098,5879.819824,5814.799805,5837.75,5837.75,0,,
30/12/1999,5882.629883,5979.540039,5858.290039,5958.319824,5958.319824,0,,
31/12/1999,null,null,null,null,null,null,,
03/01/2000,6024.379883,6102.120117,5901.77002,5917.370117,5917.370117,0,,
04/01/2000,5922.22998,5925.069824,5657.200195,5672.02002,5672.02002,0,,
05/01/2000,5521.830078,5589.5,5461.589844,5479.700195,5479.700195,0,,
06/01/2000,5485.930176,5530.259766,5388.850098,5450.109863,5450.109863,0,,
07/01/2000,5423.879883,5561.689941,5423.879883,5539.609863,5539.609863,0,,
10/01/2000,5625.819824,5717.439941,5616.97998,5646.120117,5646.120117,0,,
11/01/2000,5726.509766,5726.509766,5571.990234,5613.899902,5613.899902,0,,
12/01/2000,5541.22998,5628.72998,5536.5,5582.5,5582.5,0,,
13/01/2000,5586.25,5682.27002,5579.490234,5633.240234,5633.240234,0,,
14/01/2000,5669.140137,5804.160156,5664.709961,5787.439941,5787.439941,0,,
17/01/2000,5834.75,5857.359863,5740.189941,5842.779785,5842.779785,0,,
18/01/2000,5859.439941,5859.439941,5670.27002,5672.950195,5672.950195,0,,
19/01/2000,5664.919922,5668.060059,5590.189941,5649.459961,5649.459961,0,,
20/01/2000,5713.040039,5727.819824,5660.25,5709.740234,5709.740234,0,,
21/01/2000,5656.100098,5738.160156,5630.629883,5681.319824,5681.319824,0,,
24/01/2000,5687.359863,5777.680176,5680.600098,5690.859863,5690.859863,0,,
25/01/2000,5601.180176,5654.52002,5590.169922,5597.5,5597.5,0,,
26/01/2000,5636.609863,5687.430176,5618.959961,5646.319824,5646.319824,0,,
27/01/2000,5671.640137,5727.529785,5625.22998,5688.350098,5688.350098,0,,
28/01/2000,5743.200195,5813.279785,5696.089844,5731.049805,5731.049805,0,,
31/01/2000,5677.790039,5707.879883,5625.720215,5659.810059,5659.810059,0,,
01/02/2000,5700.870117,5798.470215,5700.870117,5773.419922,5773.419922,0,,
02/02/2000,5814.259766,5956.140137,5811.359863,5946.859863,5946.859863,0,,
03/02/2000,6025.839844,6149.669922,5979.060059,6149.669922,6149.669922,0,,
04/02/2000,6197.399902,6312.419922,6192.859863,6275.720215,6275.720215,0,,
07/02/2000,6276.470215,6336.680176,6203.580078,6203.580078,6203.580078,0,,
08/02/2000,6252.310059,6396.390137,6232.950195,6297.660156,6297.660156,0,,
09/02/2000,6390.790039,6396.970215,6240.069824,6271.600098,6271.600098,0,,
10/02/2000,6212.560059,6250.720215,6168.660156,6207.52002,6207.52002,0,,
11/02/2000,6263.439941,6324.060059,6148.470215,6287.009766,6287.009766,0,,
14/02/2000,6241.910156,6270.600098,6191.759766,6268.319824,6268.319824,0,,
15/02/2000,6286.009766,6330.009766,6076.859863,6092.629883,6092.629883,0,,
16/02/2000,6160.419922,6178.069824,5997.77002,6046.27002,6046.27002,0,,
17/02/2000,6040,6222.870117,6027.220215,6154.959961,6154.959961,0,,
18/02/2000,6166.120117,6184,6044.220215,6062.720215,6062.720215,0,,
21/02/2000,5979.129883,5994.040039,5928.040039,5967.279785,5967.279785,0,,
22/02/2000,5986.850098,6066.109863,5920.609863,5963.310059,5963.310059,0,,
23/02/2000,6038.859863,6064.209961,5992.02002,6031.25,6031.25,0,,
24/02/2000,6106.319824,6177.589844,6069.509766,6078.779785,6078.779785,0,,
25/02/2000,6171.569824,6202.529785,6122.709961,6188.640137,6188.640137,0,,
28/02/2000,6181.049805,6229.600098,6031.689941,6102.72998,6102.72998,0,,
29/02/2000,6167.040039,6264.25,6146.850098,6190.959961,6190.959961,0,,
01/03/2000,6272.129883,6283.600098,6184.509766,6256.319824,6256.319824,0,,
02/03/2000,6319.22998,6479.430176,6276.339844,6477.549805,6477.549805,0,,
03/03/2000,6448.339844,6555.870117,6432.740234,6514.109863,6514.109863,0,,
06/03/2000,6554.950195,6590.350098,6529.370117,6545.97998,6545.97998,0,,
07/03/2000,6507.259766,6589.180176,6437.040039,6441.850098,6441.850098,0,,
08/03/2000,6366.830078,6439.060059,6333.459961,6344.970215,6344.970215,0,,
09/03/2000,6429.339844,6447.72998,6359.410156,6423.430176,6423.430176,0,,
10/03/2000,6543.189941,6561.339844,6465.049805,6510.279785,6510.279785,0,,
13/03/2000,6477.470215,6483.810059,6254.379883,6336.930176,6336.930176,0,,
14/03/2000,6331.220215,6376.810059,6271.589844,6350.350098,6350.350098,0,,
15/03/2000,6242.790039,6249.660156,6144.069824,6188.939941,6188.939941,0,,
16/03/2000,6217.620117,6335.899902,6216.970215,6258.529785,6258.529785,0,,
17/03/2000,6439.830078,6447.169922,6281.77002,6304.279785,6304.279785,0,,
20/03/2000,6328.040039,6417.629883,6319.47998,6352.509766,6352.509766,0,,
21/03/2000,6320.120117,6334.620117,6253.720215,6320.870117,6320.870117,0,,
22/03/2000,6401.450195,6460.810059,6270.439941,6279.290039,6279.290039,0,,
23/03/2000,6313.049805,6337.319824,6176.620117,6268.310059,6268.310059,0,,
24/03/2000,6344.790039,6367.569824,6283.390137,6364.259766,6364.259766,0,,
27/03/2000,6409.580078,6459.629883,6369.009766,6450.850098,6450.850098,0,,
28/03/2000,6427.680176,6584.370117,6424.459961,6524.299805,6524.299805,0,,
29/03/2000,6496.450195,6567.950195,6486.549805,6505.47998,6505.47998,0,,
30/03/2000,6454.359863,6454.899902,6289.97998,6313.819824,6313.819824,0,,
31/03/2000,6241.75,6359.509766,6166.819824,6286.049805,6286.049805,0,,
03/04/2000,6382.279785,6382.279785,6083.080078,6130.27002,6130.27002,0,,
04/04/2000,6138,6250.089844,6138,6221.939941,6221.939941,0,,
05/04/2000,6189.700195,6216.129883,5913.709961,6036.939941,6036.939941,0,,
06/04/2000,6148.740234,6243.419922,6093.299805,6224.02002,6224.02002,0,,
07/04/2000,6342.200195,6347.75,6207.759766,6308.040039,6308.040039,0,,
10/04/2000,6393.700195,6429.509766,6350.779785,6364.899902,6364.899902,0,,
11/04/2000,6253.589844,6316.799805,6201.509766,6261.419922,6261.419922,0,,
12/04/2000,6303.5,6325.77002,6190.959961,6238.700195,6238.700195,0,,
13/04/2000,6109.870117,6286.970215,6072.890137,6264.339844,6264.339844,0,,
14/04/2000,6225.589844,6254.450195,6050.189941,6065.709961,6065.709961,0,,
17/04/2000,5772.870117,6083.22998,5752.439941,6060.540039,6060.540039,0,,
18/04/2000,6163.910156,6175.660156,5986.140137,6147.439941,6147.439941,0,,
19/04/2000,6212.930176,6237.970215,6120.080078,6166.459961,6166.459961,0,,
20/04/2000,6172.779785,6258.77002,6163.419922,6234.509766,6234.509766,0,,
21/04/2000,null,null,null,null,null,null,,
24/04/2000,null,null,null,null,null,null,,
25/04/2000,6219.410156,6325.040039,6162.089844,6320.290039,6320.290039,0,,
26/04/2000,6393.77002,6461.52002,6380.819824,6390.870117,6390.870117,0,,
27/04/2000,6403.189941,6403.189941,6184.709961,6247.859863,6247.859863,0,,
28/04/2000,6378.149902,6456.620117,6306.129883,6419.720215,6419.720215,0,,
01/05/2000,null,null,null,null,null,null,,
