Date,Open,High,Low,Close,Adj Close,Volume
04/01/1988,120.43,123.510002,120.43,123.5,123.5,1818100
05/01/1988,123.5,126.550003,123.5,126.129997,126.129997,2095200
06/01/1988,126.129997,127,126.129997,127,127,1697300
07/01/1988,127,128.029999,126.529999,128.029999,128.029999,1753600
08/01/1988,128.029999,128.190002,123.839996,123.839996,123.839996,1973000
11/01/1988,123.839996,123.839996,121.580002,122.519997,122.519997,1589800
12/01/1988,122.510002,122.669998,120.519997,121.230003,121.230003,1657300
13/01/1988,121.239998,121.449997,120.489998,121.300003,121.300003,1540200
14/01/1988,121.309998,121.980003,121.150002,121.779999,121.779999,1405700
15/01/1988,121.779999,124.199997,121.779999,123.669998,123.669998,1979400
18/01/1988,123.68,124.099998,123.68,124.050003,124.050003,1351000
19/01/1988,124.040001,124.440002,123.610001,124.440002,124.440002,1535500
20/01/1988,124.440002,124.440002,121.489998,121.760002,121.760002,1816600
21/01/1988,121.760002,121.760002,121.120003,121.629997,121.629997,1580800
22/01/1988,121.629997,122.790001,121.629997,122.790001,122.790001,1470500
25/01/1988,122.779999,123.68,122.779999,123.68,123.68,2752500
26/01/1988,123.669998,123.68,123.169998,123.25,123.25,1383800
27/01/1988,123.239998,123.639999,123.220001,123.370003,123.370003,1763600
28/01/1988,123.370003,124.32,123.370003,124.309998,124.309998,1664300
29/01/1988,124.309998,125.349998,124.309998,125.239998,125.239998,2118800
01/02/1988,125.239998,126.220001,125.239998,125.720001,125.720001,2106600
02/02/1988,125.730003,125.940002,125.300003,125.940002,125.940002,1649200
03/02/1988,125.949997,126.32,125.330002,125.379997,125.379997,2372700
04/02/1988,125.389999,125.599998,125.07,125.510002,125.510002,1864900
05/02/1988,125.510002,125.989998,125.25,125.769997,125.769997,1613100
08/02/1988,125.769997,125.769997,124.940002,125.260002,125.260002,1688500
09/02/1988,125.260002,125.519997,125.080002,125.519997,125.519997,1623500
10/02/1988,125.510002,127.18,125.510002,127.160004,127.160004,1879800
11/02/1988,127.160004,128.220001,127.160004,128.029999,128.029999,2007600
12/02/1988,128.029999,129.210007,128.029999,129.210007,129.210007,1771900
16/02/1988,129.210007,129.910004,129.160004,129.899994,129.899994,1353800
17/02/1988,129.910004,130.660004,129.910004,130.220001,130.220001,1768300
18/02/1988,130.229996,130.679993,130.070007,130.570007,130.570007,1514300
19/02/1988,130.570007,131.229996,130.559998,131.229996,131.229996,1803000
22/02/1988,131.229996,132.369995,131.130005,132.369995,132.369995,1789300
23/02/1988,132.360001,132.559998,132.130005,132.520004,132.520004,1922600
24/02/1988,132.529999,133.419998,132.509995,133.419998,133.419998,2127300
25/02/1988,133.419998,134.800003,133.419998,134.009995,134.009995,2134900
26/02/1988,134,134.169998,133.869995,134.169998,134.169998,1580600
29/02/1988,134.169998,137.690002,134.169998,136.100006,136.100006,2360500
01/03/1988,136.100006,136.479996,136.070007,136.259995,136.259995,1999900
02/03/1988,136.259995,137.380005,136.259995,137.360001,137.360001,1996300
03/03/1988,137.360001,137.929993,137.350006,137.75,137.75,2033100
04/03/1988,137.779999,138.059998,137.389999,138.059998,138.059998,2014100
07/03/1988,138.070007,139.059998,137.449997,139.059998,139.059998,1529800
08/03/1988,139.070007,140.559998,139.070007,140.360001,140.360001,2376800
09/03/1988,140.360001,141.690002,140.360001,141.639999,141.639999,2109000
10/03/1988,141.649994,141.899994,140.490005,140.509995,140.509995,1972600
11/03/1988,140.520004,140.589996,139.639999,140.589996,140.589996,2000200
14/03/1988,140.580002,140.880005,140.479996,140.839996,140.839996,1318900
15/03/1988,140.839996,141.089996,140.679993,140.940002,140.940002,1331700
16/03/1988,140.949997,141.910004,140.910004,141.910004,141.910004,1535900
17/03/1988,141.910004,142.690002,141.899994,142.690002,142.690002,2119200
18/03/1988,142.679993,143.380005,142.679993,142.720001,142.720001,2457500
21/03/1988,142.720001,142.759995,141.649994,141.960007,141.960007,1288300
22/03/1988,141.960007,142.350006,141.960007,142.350006,142.350006,1420000
23/03/1988,142.339996,143.070007,142.339996,143.070007,143.070007,1673700
24/03/1988,143.059998,143.100006,141.080002,141.429993,141.429993,1849100
25/03/1988,141.440002,141.570007,140.300003,140.380005,140.380005,1631700
28/03/1988,140.369995,140.369995,138.869995,139.210007,139.210007,1428200
29/03/1988,139.210007,140.360001,139.210007,140.360001,140.360001,1526900
30/03/1988,140.360001,140.839996,140.020004,140.029999,140.029999,1518100
31/03/1988,140.039993,142.160004,139.509995,142.149994,142.149994,1398700
04/04/1988,142.139999,142.139999,140.25,140.399994,140.399994,1822400
05/04/1988,140.410004,140.720001,140.179993,140.720001,140.720001,1352900
06/04/1988,140.710007,142.110001,140.619995,142.110001,142.110001,1897600
07/04/1988,142.110001,143.009995,142.110001,142.880005,142.880005,1778400
08/04/1988,142.869995,144.119995,142.869995,144.100006,144.100006,1693000
11/04/1988,144.110001,144.690002,144.110001,144.690002,144.690002,1463700
12/04/1988,144.679993,145.330002,144.679993,145.320007,145.320007,1464000
13/04/1988,145.320007,145.460007,144.759995,145.199997,145.199997,1851200
14/04/1988,145.199997,145.199997,141.470001,141.669998,141.669998,2118100
15/04/1988,141.679993,141.679993,139.570007,141.119995,141.119995,2341600
18/04/1988,141.130005,142.089996,140.699997,142.089996,142.089996,1446500
19/04/1988,142.080002,143.289993,142.070007,142.550003,142.550003,1619100
20/04/1988,142.559998,142.559998,141.550003,141.699997,141.699997,1475900
21/04/1988,141.690002,142.139999,141.110001,141.259995,141.259995,1684400
22/04/1988,141.270004,141.699997,141.199997,141.699997,141.699997,1525200
25/04/1988,141.699997,142.460007,141.690002,142.25,142.25,1569500
26/04/1988,142.25,143.220001,142.25,143.119995,143.119995,1523000
27/04/1988,143.119995,143.669998,143.119995,143.649994,143.649994,1338100
28/04/1988,143.660004,144.160004,143.440002,144.070007,144.070007,1286800
29/04/1988,144.059998,145.009995,143.410004,145.009995,145.009995,1356200
02/05/1988,145.009995,145.050003,144.389999,144.729996,144.729996,1364700
03/05/1988,144.740005,145.350006,144.740005,145.320007,145.320007,1769200
04/05/1988,145.330002,145.529999,145.139999,145.220001,145.220001,1413200
05/05/1988,145.220001,145.25,144.5,144.779999,144.779999,1718400
06/05/1988,144.789993,144.899994,144.559998,144.639999,144.639999,1290800
09/05/1988,144.639999,144.649994,143.520004,143.710007,143.710007,1663200
10/05/1988,143.710007,143.75,143.059998,143.339996,143.339996,1312000
11/05/1988,143.350006,143.350006,140.75,140.970001,140.970001,1767200
12/05/1988,140.970001,141.350006,140.949997,141.289993,141.289993,1438800
13/05/1988,141.300003,142.169998,141,142.169998,142.169998,1472400
16/05/1988,142.160004,142.429993,141.839996,142.179993,142.179993,1550100
17/05/1988,142.169998,143.070007,141.740005,141.75,141.75,1338500
18/05/1988,141.729996,141.729996,139.770004,139.919998,139.919998,2094200
19/05/1988,139.919998,139.919998,138.410004,139.600006,139.600006,1651600
20/05/1988,139.600006,140.149994,139.419998,140.149994,140.149994,1206000
23/05/1988,140.139999,140.149994,136.289993,139.199997,139.199997,1026400
24/05/1988,139.210007,139.460007,139.050003,139.460007,139.460007,1399300
25/05/1988,139.449997,139.889999,139.449997,139.789993,139.789993,1383100
26/05/1988,139.789993,140.279999,139.289993,140.279999,140.279999,1642600
27/05/1988,140.289993,140.309998,139.970001,140.089996,140.089996,1335900
31/05/1988,140.110001,141.369995,140.080002,141.369995,141.369995,2476100
01/06/1988,141.369995,142.869995,141.369995,142.869995,142.869995,2345600
02/06/1988,142.880005,142.929993,142.470001,142.800003,142.800003,1935400
03/06/1988,142.800003,143.5,142.779999,143.5,143.5,1896000
06/06/1988,143.5,144.190002,143.440002,144.179993,144.179993,1524600
07/06/1988,144.169998,144.410004,144,144.210007,144.210007,1687100
08/06/1988,144.220001,145.789993,144.220001,145.729996,145.729996,3100300
09/06/1988,145.729996,146.550003,144.789993,146.550003,146.550003,2351600
10/06/1988,146.550003,147.089996,146.539993,147.089996,147.089996,1557100
13/06/1988,147.080002,147.330002,146.949997,147.320007,147.320007,1253100
14/06/1988,147.320007,148.100006,147.320007,147.889999,147.889999,2271500
15/06/1988,147.889999,148.130005,147.690002,148.130005,148.130005,1502600
16/06/1988,148.130005,148.179993,147.169998,147.369995,147.369995,1615500
17/06/1988,147.369995,147.770004,147.149994,147.149994,147.149994,3439200
20/06/1988,147.160004,147.279999,146.779999,147.240005,147.240005,1167500
21/06/1988,147.25,147.610001,147.110001,147.610001,147.610001,1550600
22/06/1988,147.610001,148.830002,147.610001,148.630005,148.630005,2175100
23/06/1988,148.630005,148.949997,148.610001,148.949997,148.949997,1857700
24/06/1988,148.960007,149.229996,148.820007,149.229996,149.229996,1798800
27/06/1988,149.240005,149.259995,148.660004,148.740005,148.740005,2644100
28/06/1988,148.75,149.5,148.679993,149.490005,149.490005,1523700
29/06/1988,149.490005,149.910004,149.220001,149.559998,149.559998,1595900
30/06/1988,149.550003,151.300003,149.550003,151.300003,151.300003,2274100
01/07/1988,151.289993,151.309998,150.770004,151.029999,151.029999,2383300
05/07/1988,151.029999,151.279999,150.720001,151.279999,151.279999,1717900
06/07/1988,151.289993,151.649994,150.929993,151.009995,151.009995,1896300
07/07/1988,151.020004,151.160004,150.610001,151.149994,151.149994,1561000
08/07/1988,151.160004,151.160004,150.800003,151.160004,151.160004,1360700
11/07/1988,151.160004,151.25,151,151.110001,151.110001,1233000
12/07/1988,151.119995,151.279999,150.270004,150.729996,150.729996,1616500
13/07/1988,150.729996,150.869995,150.259995,150.679993,150.679993,2189300
14/07/1988,150.690002,151.160004,150.690002,151.149994,151.149994,1724100
15/07/1988,151.160004,151.419998,150.979996,151.419998,151.419998,1997100
18/07/1988,151.410004,151.470001,150.970001,151.419998,151.419998,1562100
19/07/1988,151.429993,151.699997,150.410004,150.690002,150.690002,1441100
20/07/1988,150.690002,151.100006,150.669998,151.100006,151.100006,1519900
21/07/1988,151.110001,151.110001,150.289993,150.360001,150.360001,1494600
22/07/1988,150.369995,150.369995,149.350006,149.520004,149.520004,1488800
25/07/1988,149.509995,149.539993,149.169998,149.440002,149.440002,2151400
26/07/1988,149.449997,149.660004,149.210007,149.610001,149.610001,1219600
27/07/1988,149.600006,149.639999,148.679993,148.770004,148.770004,1358900
28/07/1988,148.770004,148.970001,148.410004,148.960007,148.960007,1545700
29/07/1988,148.960007,149.889999,148.960007,149.889999,149.889999,1923400
01/08/1988,149.880005,150.5,149.880005,150.5,150.5,1381700
02/08/1988,150.509995,150.809998,150.190002,150.630005,150.630005,1666600
03/08/1988,150.630005,150.690002,150.449997,150.669998,150.669998,2035900
04/08/1988,150.679993,150.880005,150.600006,150.649994,150.649994,1572400
05/08/1988,150.639999,150.639999,150.119995,150.309998,150.309998,1134000
08/08/1988,150.309998,150.369995,150.050003,150.110001,150.110001,1488000
09/08/1988,150.119995,150.199997,148.610001,148.929993,148.929993,2007100
10/08/1988,148.929993,148.929993,146.800003,146.860001,146.860001,2009500
11/08/1988,146.860001,146.960007,146.339996,146.679993,146.679993,1730000
12/08/1988,146.679993,146.949997,146.410004,146.949997,146.949997,1769600
15/08/1988,146.960007,146.960007,145.169998,145.360001,145.360001,1285600
16/08/1988,145.350006,145.580002,144.699997,145.570007,145.570007,1627900
17/08/1988,145.580002,145.759995,145.179993,145.380005,145.380005,1695000
18/08/1988,145.360001,145.639999,145.350006,145.5,145.5,1398200
19/08/1988,145.509995,145.75,145.470001,145.679993,145.679993,1223700
22/08/1988,145.679993,145.679993,144.199997,144.259995,144.259995,1222500
23/08/1988,144.259995,144.259995,143.800003,144,144,1195400
24/08/1988,144,144.949997,143.990005,144.949997,144.949997,1278000
25/08/1988,144.960007,144.960007,144,144.240005,144.240005,1276400
26/08/1988,144.240005,144.449997,144.240005,144.449997,144.449997,892400
29/08/1988,144.449997,144.889999,144.440002,144.889999,144.889999,992800
30/08/1988,144.889999,145.139999,144.759995,145.139999,145.139999,1087200
31/08/1988,145.139999,145.740005,145.130005,145.740005,145.740005,1304800
01/09/1988,145.740005,145.740005,144.289993,144.559998,144.559998,1440900
02/09/1988,144.570007,145.479996,144.570007,145.479996,145.479996,1598400
06/09/1988,145.470001,145.759995,145.470001,145.729996,145.729996,1222500
07/09/1988,145.729996,146.149994,145.710007,146.070007,146.070007,1395900
08/09/1988,146.059998,146.649994,145.830002,146.649994,146.649994,1493800
09/09/1988,146.660004,147.229996,146.360001,147.229996,147.229996,1415400
12/09/1988,147.240005,147.360001,147.169998,147.25,147.25,1148800
13/09/1988,147.25,147.380005,146.919998,147.380005,147.380005,1624900
14/09/1988,147.369995,147.929993,147.369995,147.820007,147.820007,1772200
15/09/1988,147.830002,147.869995,147.679993,147.740005,147.740005,1612100
16/09/1988,147.740005,148.029999,147.740005,148.029999,148.029999,2111100
19/09/1988,148.020004,148.020004,147.190002,147.850006,147.850006,1357700
20/09/1988,147.860001,147.949997,147.619995,147.949997,147.949997,1422200
21/09/1988,147.940002,147.970001,147.649994,147.830002,147.830002,1274000
22/09/1988,147.820007,147.850006,147.380005,147.619995,147.619995,1506700
23/09/1988,147.619995,147.839996,147.369995,147.830002,147.830002,1451000
26/09/1988,147.830002,147.830002,147.080002,147.130005,147.130005,1164200
27/09/1988,147.130005,147.169998,146.710007,146.779999,146.779999,1130100
28/09/1988,146.789993,146.990005,146.699997,146.990005,146.990005,1137200
29/09/1988,146.990005,148,146.990005,148,148,1557900
30/09/1988,148,149.089996,147.960007,149.089996,149.089996,1757500
03/10/1988,149.089996,149.190002,147.509995,147.800003,147.800003,1303800
04/10/1988,147.809998,147.880005,147.649994,147.770004,147.770004,1577600
05/10/1988,147.759995,148.080002,147.559998,148.080002,148.080002,1751300
06/10/1988,148.080002,148.320007,147.889999,148.25,148.25,1535600
07/10/1988,148.25,148.600006,148.25,148.600006,148.600006,2163900
10/10/1988,148.600006,148.830002,148.289993,148.610001,148.610001,1246600
11/10/1988,148.600006,148.610001,148.179993,148.5,148.5,1409000
12/10/1988,148.509995,148.509995,147.389999,147.949997,147.949997,1548400
13/10/1988,147.940002,148.020004,147.470001,147.970001,147.970001,1545300
14/10/1988,147.960007,148.300003,147.919998,148.199997,148.199997,1602400
17/10/1988,148.190002,148.199997,147.970001,148.149994,148.149994,1192900
18/10/1988,148.160004,148.710007,148.110001,148.710007,148.710007,1625000
19/10/1988,148.720001,149.070007,148.429993,148.610001,148.610001,1863500
20/10/1988,148.610001,149.160004,148.550003,149.149994,149.149994,1895800
21/10/1988,148.970001,149.029999,148.729996,148.949997,148.949997,1954100
24/10/1988,148.960007,148.979996,148.570007,148.660004,148.660004,1705900
25/10/1988,148.660004,148.75,148.300003,148.449997,148.449997,1551900
26/10/1988,148.460007,148.470001,148,148.139999,148.139999,1815500
27/10/1988,148.139999,148.139999,146.509995,146.669998,146.669998,1965400
28/10/1988,146.679993,147.179993,146.679993,147.169998,147.169998,1463000
31/10/1988,147.169998,147.25,146.779999,147.25,147.25,1434600
01/11/1988,147.259995,147.279999,146.979996,147.210007,147.210007,1512500
02/11/1988,147.210007,147.210007,146.809998,146.970001,146.970001,1613000
03/11/1988,146.979996,147.160004,146.809998,147.130005,147.130005,1529800
04/11/1988,147.139999,147.139999,146.190002,146.25,146.25,1435800
07/11/1988,146.25,146.25,144.610001,144.759995,144.759995,1338700
08/11/1988,144.770004,145.279999,144.770004,145.270004,145.270004,1416600
09/11/1988,145.270004,145.270004,144.570007,144.800003,144.800003,1531400
10/11/1988,144.820007,145.009995,144.729996,145.009995,145.009995,1289200
11/11/1988,145.009995,145.009995,143.600006,143.669998,143.669998,1355000
14/11/1988,143.679993,143.710007,142.880005,142.910004,142.910004,1429000
15/11/1988,142.910004,143.190002,142.690002,143,143,1151700
16/11/1988,143,143.039993,141.270004,141.309998,141.309998,1617100
17/11/1988,141.309998,141.330002,140.570007,140.710007,140.710007,1412800
18/11/1988,140.710007,140.899994,140.589996,140.860001,140.860001,1193200
21/11/1988,140.860001,140.869995,139.559998,139.949997,139.949997,1204300
22/11/1988,139.949997,139.949997,139.490005,139.869995,139.869995,1270000
23/11/1988,139.869995,140.410004,139.820007,140.410004,140.410004,1120100
25/11/1988,140.389999,140.399994,139.899994,140.139999,140.139999,720900
28/11/1988,140.149994,140.199997,139.850006,140.089996,140.089996,1234800
29/11/1988,140.089996,140.649994,139.990005,140.649994,140.649994,1274200
30/11/1988,140.649994,142.009995,140.649994,142.009995,142.009995,1578100
01/12/1988,142.020004,142.559998,141.929993,142.559998,142.559998,1293800
02/12/1988,142.550003,142.770004,142.210007,142.770004,142.770004,1246100
05/12/1988,142.770004,143.449997,142.759995,143.449997,143.449997,1446600
06/12/1988,143.460007,143.929993,143.149994,143.929993,143.929993,1583400
07/12/1988,143.919998,144.029999,143.839996,144.009995,144.009995,1483600
08/12/1988,144.009995,144.020004,143.539993,143.75,143.75,1241500
09/12/1988,143.75,143.899994,143.710007,143.860001,143.860001,1337700
12/12/1988,143.869995,143.910004,143.380005,143.449997,143.449997,1241600
13/12/1988,143.449997,143.460007,142.979996,143.169998,143.169998,1323400
14/12/1988,143.160004,143.320007,142.949997,143.179993,143.179993,1323500
15/12/1988,143.169998,143.25,143.020004,143.169998,143.169998,1368200
16/12/1988,143.179993,144.339996,143.130005,144.339996,144.339996,1964800
19/12/1988,144.339996,144.529999,144.139999,144.529999,144.529999,1622500
20/12/1988,144.529999,144.729996,144.339996,144.479996,144.479996,1610900
21/12/1988,144.490005,144.490005,143.970001,144.199997,144.199997,1472500
22/12/1988,144.190002,144.539993,143.990005,144.509995,144.509995,1505100
23/12/1988,144.520004,144.880005,144.419998,144.880005,144.880005,817600
27/12/1988,144.889999,144.919998,144.580002,144.669998,144.669998,874900
28/12/1988,144.669998,144.940002,144.460007,144.899994,144.899994,1106300
29/12/1988,144.899994,145.710007,144.889999,145.699997,145.699997,1312900
30/12/1988,145.699997,147.369995,145.619995,147.369995,147.369995,1272100
03/01/1989,147.360001,147.369995,146.330002,146.789993,146.789993,1285000
04/01/1989,146.779999,148.399994,146.779999,148.389999,148.389999,1497000
05/01/1989,148.399994,148.929993,148.389999,148.75,148.75,1740400
06/01/1989,148.75,149.839996,148.75,149.830002,149.830002,1613300
09/01/1989,149.850006,149.919998,149.389999,149.600006,149.600006,1631800
10/01/1989,149.600006,149.660004,149,149.229996,149.229996,1404200
11/01/1989,149.229996,149.270004,148.899994,149.270004,149.270004,1489500
12/01/1989,149.259995,149.860001,149.089996,149.809998,149.809998,1830000
13/01/1989,149.809998,149.929993,149.529999,149.929993,149.929993,1323200
16/01/1989,149.929993,150.110001,149.679993,149.949997,149.949997,1173800
17/01/1989,149.960007,149.960007,149.479996,149.699997,149.699997,1439300
18/01/1989,149.660004,150.830002,149.649994,150.830002,150.830002,1874500
19/01/1989,150.830002,151.539993,150.830002,151.289993,151.289993,1920300
20/01/1989,151.289993,151.550003,151.149994,151.399994,151.399994,1661200
23/01/1989,151.399994,151.539993,150.929993,150.949997,150.949997,1416400
24/01/1989,150.940002,151.460007,150.779999,151.440002,151.440002,1896200
25/01/1989,151.440002,151.779999,151.429993,151.779999,151.779999,1836100
26/01/1989,151.770004,152.520004,151.600006,152.520004,152.520004,2122500
27/01/1989,152.529999,153.199997,152.509995,152.919998,152.919998,2548700
30/01/1989,152.940002,153.059998,152.820007,153.020004,153.020004,1678300
31/01/1989,153.029999,153.850006,152.839996,153.850006,153.850006,1940500
01/02/1989,153.839996,154.419998,153.830002,154.380005,154.380005,2156400
02/02/1989,154.369995,155.089996,154.369995,154.940002,154.940002,1834300
03/02/1989,154.940002,155.690002,154.809998,155.690002,155.690002,1729800
06/02/1989,155.699997,155.839996,155.320007,155.580002,155.580002,1509800
07/02/1989,155.589996,156.839996,155.589996,156.839996,156.839996,2172600
08/02/1989,156.839996,157.240005,156.839996,157,157,1894200
09/02/1989,156.990005,157.110001,156.389999,156.559998,156.559998,2242200
10/02/1989,156.559998,156.559998,154.949997,155.070007,155.070007,1735600
13/02/1989,155.059998,155.059998,154.169998,154.699997,154.699997,1435200
14/02/1989,154.710007,155.240005,154.710007,154.979996,154.979996,1506100
15/02/1989,154.970001,155.580002,154.949997,155.559998,155.559998,1542200
16/02/1989,155.570007,156.300003,155.559998,156.289993,156.289993,1774500
17/02/1989,156.289993,157.270004,156.289993,157.070007,157.070007,1595200
21/02/1989,157.089996,157.199997,156.660004,156.770004,156.770004,1419500
22/02/1989,156.759995,156.759995,155.059998,155.389999,155.389999,1631400
23/02/1989,155.389999,155.419998,154.830002,155.410004,155.410004,1503700
24/02/1989,155.410004,155.419998,154.020004,154.25,154.25,1606800
27/02/1989,154.259995,154.259995,153.619995,153.960007,153.960007,1399000
28/02/1989,153.949997,154.559998,153.940002,154.559998,154.559998,1474300
01/03/1989,154.559998,155.130005,154.559998,154.669998,154.669998,1772100
02/03/1989,154.679993,155.690002,154.679993,155.679993,155.679993,1619800
03/03/1989,155.669998,156.699997,155.669998,156.320007,156.320007,1517900
06/03/1989,156.330002,157.240005,156.330002,157.240005,157.240005,1688800
07/03/1989,157.25,157.630005,157.020004,157.529999,157.529999,1725000
08/03/1989,157.529999,157.979996,157.440002,157.899994,157.899994,1676200
09/03/1989,157.889999,157.940002,157.559998,157.800003,157.800003,1431600
10/03/1989,157.789993,157.789993,157.240005,157.75,157.75,1468300
13/03/1989,157.759995,158.020004,157.720001,157.979996,157.979996,1404600
14/03/1989,157.990005,158.100006,157.679993,157.729996,157.729996,1399700
15/03/1989,157.740005,158.330002,157.550003,158.330002,158.330002,1670700
16/03/1989,158.330002,159.270004,158.330002,159.259995,159.259995,1960400
17/03/1989,159.279999,159.279999,156.589996,156.710007,156.710007,2429000
20/03/1989,156.710007,156.710007,155.050003,155.300003,155.300003,1512600
21/03/1989,155.300003,156.169998,155.289993,156.160004,156.160004,1420100
22/03/1989,156.169998,156.169998,155.740005,156.029999,156.029999,1465700
23/03/1989,156.029999,156.240005,155.850006,156.009995,156.009995,1537500
27/03/1989,155.899994,155.910004,155.720001,155.880005,155.880005,1129600
28/03/1989,155.880005,156.649994,155.880005,156.570007,156.570007,1464200
29/03/1989,156.570007,156.839996,156.300003,156.800003,156.800003,1442400
30/03/1989,156.800003,156.839996,156.399994,156.759995,156.759995,1599500
