Date,Price,Open,High,Low,Vol.,Change %
"Jun 12, 2013",115.38,115,115.5,114.99,4.85K,0.25%
"Jun 11, 2013",115.09,115.05,115.13,114.35,1.45K,-0.26%
"Jun 10, 2013",115.39,116.06,116.08,115.23,17.95K,-0.56%
"Jun 07, 2013",116.04,116.88,117.01,115.98,3.31K,-0.28%
"Jun 06, 2013",116.37,116.55,116.75,116.12,1.59K,-0.21%
"Jun 05, 2013",116.62,116.45,116.73,116.24,1.43K,0.25%
"Jun 04, 2013",116.33,116.42,116.45,116.23,7.76K,-0.41%
"Jun 03, 2013",116.81,116.54,116.88,116.12,18.55K,0.13%
"May 31, 2013",116.66,117.36,117.68,116.37,24.98K,-0.44%
"May 30, 2013",117.18,116.87,117.27,116.76,44.77K,0.39%
"May 29, 2013",116.73,116.93,116.97,116.41,294.85K,-0.40%
"May 28, 2013",117.2,117.26,117.65,117.03,454.32K,-0.50%
"May 24, 2013",117.79,117.55,118.07,117.35,351.98K,0.20%
"May 23, 2013",117.56,117.78,118.23,117.47,236.26K,-0.15%
"May 22, 2013",117.74,117.5,118.28,117.4,234.49K,0.32%
"May 21, 2013",117.36,117.47,117.92,117.3,208.29K,-0.20%
"May 20, 2013",117.6,117.65,117.94,117.44,123.82K,-0.27%
"May 17, 2013",117.92,118.01,118.35,117.67,163.74K,-0.13%
"May 16, 2013",118.07,117.56,118.17,117.5,221.56K,0.46%
"May 15, 2013",117.53,117.58,117.94,117.3,205.13K,-0.27%
"May 14, 2013",117.85,117.9,118.03,117.6,137.56K,-0.12%
"May 13, 2013",117.99,118.03,118.09,117.77,131.61K,0.01%
"May 10, 2013",117.98,118.6,118.6,117.82,193.28K,-0.81%
"May 09, 2013",118.94,118.98,119.25,118.76,161.66K,-0.13%
"May 08, 2013",119.09,118.93,119.15,118.75,167.58K,0.21%
"May 07, 2013",118.84,119.45,119.53,118.67,166.52K,-0.51%
"May 03, 2013",119.45,120.4,120.42,119.35,195.32K,-0.91%
"May 02, 2013",120.55,120.03,120.57,119.68,170.18K,0.42%
"May 01, 2013",120.05,119.87,120.18,119.6,77.04K,0.03%
"Apr 30, 2013",120.01,120.12,120.29,119.74,164.74K,-0.11%
"Apr 29, 2013",120.14,119.82,120.23,119.62,112.46K,0.27%
"Apr 26, 2013",119.82,119.6,119.89,119.48,112.90K,0.32%
"Apr 25, 2013",119.44,119.69,119.88,119.28,128.97K,-0.27%
"Apr 24, 2013",119.76,119.47,119.87,119.22,151.05K,0.06%
"Apr 23, 2013",119.69,120.1,120.35,119.45,159.15K,-0.34%
"Apr 22, 2013",120.1,119.68,120.16,119.58,87.95K,0.15%
"Apr 19, 2013",119.92,119.83,120,119.63,99.30K,0.02%
"Apr 18, 2013",119.9,119.74,119.99,119.42,155.76K,0.15%
"Apr 17, 2013",119.72,119.24,119.89,119.03,149.07K,0.34%
"Apr 16, 2013",119.31,119.52,119.52,119.18,100.89K,-0.14%
"Apr 15, 2013",119.48,119.27,119.61,119.06,100.01K,0.15%
"Apr 12, 2013",119.3,119.01,119.43,118.9,113.87K,0.39%
"Apr 11, 2013",118.84,118.88,119,118.61,128.78K,0.08%
"Apr 10, 2013",118.74,118.94,119.06,118.66,125.46K,-0.38%
"Apr 09, 2013",119.19,119.47,119.52,118.91,179.03K,-0.30%
"Apr 08, 2013",119.55,120.12,120.12,119.45,118.53K,-0.45%
"Apr 05, 2013",120.09,119.26,120.2,119.22,143.94K,0.70%
"Apr 04, 2013",119.26,119.14,119.59,118.88,135.37K,0.27%
"Apr 03, 2013",118.94,118.71,119.07,118.45,106.42K,0.17%
"Apr 02, 2013",118.74,119.03,119.04,118.64,111.76K,-0.03%
"Mar 28, 2013",118.78,119.24,119.3,118.63,146.82K,-0.24%
"Mar 27, 2013",119.07,118.76,119.28,118.64,149.00K,-0.04%
"Mar 26, 2013",119.12,119.1,119.2,119.09,0.52K,-0.08%
"Mar 25, 2013",119.22,118.81,119.32,118.54,6.25K,0.28%
"Mar 22, 2013",118.89,118.98,118.98,118.85,0.01K,0.15%
"Mar 21, 2013",118.71,118.57,118.71,118.37,0.51K,0.07%
"Mar 20, 2013",118.63,118.88,118.88,118.36,1.10K,-0.23%
"Mar 19, 2013",118.9,118.4,118.95,118.29,2.51K,0.58%
"Mar 18, 2013",118.21,118.14,118.42,118.14,2.44K,0.42%
"Mar 15, 2013",117.72,117.37,117.75,117.28,2.67K,0.25%
"Mar 14, 2013",117.43,117.35,117.51,117.33,0.35K,-0.05%
"Mar 13, 2013",117.49,117.48,117.79,117.37,0.38K,0.01%
"Mar 12, 2013",117.48,117.26,117.79,117.26,21.66K,0.33%
"Mar 11, 2013",117.09,116.83,117.13,116.79,0.45K,0.35%
"Mar 08, 2013",116.68,117.13,117.2,116.51,2.89K,-0.39%
"Mar 07, 2013",117.14,117.75,117.78,116.98,5.66K,-0.53%
"Mar 06, 2013",117.77,117.75,117.84,117.52,1.78K,0.09%
"Mar 05, 2013",117.66,118.12,118.15,117.61,6.61K,-0.49%
"Mar 04, 2013",118.24,118.6,118.61,118.23,11.67K,-0.22%
"Mar 01, 2013",118.5,117.7,118.66,117.64,18.33K,0.69%
"Feb 28, 2013",117.69,117.73,117.85,117.55,25.67K,-0.10%
"Feb 27, 2013",117.81,117.51,118.04,117.47,88.77K,0.32%
"Feb 26, 2013",117.44,116.8,117.6,116.71,430.20K,1.15%
"Feb 25, 2013",116.11,115.59,116.43,115.41,424.91K,0.04%
"Feb 22, 2013",116.06,115.96,116.17,115.7,228.18K,-0.02%
"Feb 21, 2013",116.08,115.4,116.22,115.4,318.26K,0.80%
"Feb 20, 2013",115.16,115.27,116.48,114.86,196.90K,-0.24%
"Feb 19, 2013",115.44,115.46,115.48,115.16,111.30K,0.10%
"Feb 18, 2013",115.33,115.43,115.57,115.27,58.03K,0.06%
"Feb 15, 2013",115.26,115.5,115.82,115.21,169.02K,0.03%
"Feb 14, 2013",115.23,115.09,115.34,114.56,235.94K,0.08%
"Feb 13, 2013",115.14,116.09,116.13,114.89,224.74K,-0.87%
"Feb 12, 2013",116.15,116.35,116.42,116,128.74K,-0.09%
"Feb 11, 2013",116.26,116.6,116.6,115.91,110.54K,-0.05%
"Feb 08, 2013",116.32,116.29,116.63,116.18,135.95K,0.10%
"Feb 07, 2013",116.2,116.5,116.58,115.82,197.37K,-0.09%
"Feb 06, 2013",116.31,116.26,116.53,116.13,140.56K,0.19%
"Feb 05, 2013",116.09,116.6,116.65,115.89,165.88K,-0.25%
"Feb 04, 2013",116.38,116.08,116.5,115.61,192.50K,-0.01%
"Feb 01, 2013",116.39,116.37,116.71,116.08,164.58K,0.02%
"Jan 31, 2013",116.37,116.32,116.68,116.11,182.56K,0.19%
"Jan 30, 2013",116.15,116.2,116.47,115.98,191.74K,-0.35%
"Jan 29, 2013",116.56,116.4,116.74,116.33,193.60K,0.27%
"Jan 28, 2013",116.25,116.66,116.69,116.16,166.18K,-0.35%
"Jan 25, 2013",116.66,117.22,117.29,116.51,205.14K,-0.30%
"Jan 24, 2013",117.01,117.31,117.78,117,181.13K,-0.20%
"Jan 23, 2013",117.24,117.28,117.32,116.81,160.71K,0.27%
"Jan 22, 2013",116.93,116.66,117.01,116.52,177.22K,0.26%
"Jan 21, 2013",116.63,117.11,117.11,116.58,84.04K,-0.28%
"Jan 18, 2013",116.96,116.45,117.12,116.43,151.22K,0.20%
"Jan 17, 2013",116.73,117.29,117.31,116.54,179.27K,-0.36%
"Jan 16, 2013",117.15,117.02,117.38,116.88,136.09K,0.15%
"Jan 15, 2013",116.98,116.96,117.29,116.69,158.95K,0.14%
"Jan 14, 2013",116.82,116.51,116.91,116.47,138.83K,0.48%
"Jan 11, 2013",116.26,115.87,116.55,115.8,183.53K,0.05%
"Jan 10, 2013",116.2,116.95,117.11,116.02,196.34K,-0.56%
"Jan 09, 2013",116.86,116.76,117.05,116.6,145.04K,0.00%
"Jan 08, 2013",116.86,116.37,116.95,116.25,169.14K,0.53%
"Jan 07, 2013",116.24,116.18,116.36,116.04,128.45K,0.31%
"Jan 04, 2013",115.88,116.19,116.29,115.75,188.88K,-0.51%
"Jan 03, 2013",116.47,117.35,117.41,116.38,178.68K,-0.75%
"Jan 02, 2013",117.35,118.31,118.35,117.23,117.89K,-1.32%
"Dec 31, 2012",118.92,118.69,119.04,118.69,16.09K,-0.04%
"Dec 28, 2012",118.97,118.82,119.41,118.76,63.58K,0.12%
"Dec 27, 2012",118.83,118.9,118.9,118.9,0.01K,0.52%
"Dec 26, 2012",118.21,118.21,118.21,118.21,-,-0.62%
"Dec 24, 2012",118.95,118.91,118.91,118.91,0.02K,0.01%
"Dec 21, 2012",118.94,118.64,119.04,118.64,4.28K,0.41%
"Dec 20, 2012",118.45,118.43,118.46,118.43,0.94K,0.19%
"Dec 19, 2012",118.23,118.2,118.38,118.04,1.60K,-0.13%
"Dec 18, 2012",118.38,118.7,118.7,118.32,0.67K,-0.55%
"Dec 17, 2012",119.04,119.01,119.07,118.99,0.62K,-0.11%
"Dec 14, 2012",119.17,119.1,119.19,119.1,2.02K,-0.08%
"Dec 13, 2012",119.26,119.69,119.72,119.11,2.00K,-0.31%
"Dec 12, 2012",119.63,119.57,119.71,119.49,0.79K,-0.19%
"Dec 11, 2012",119.86,120.16,120.16,119.64,6.86K,-0.22%
"Dec 10, 2012",120.13,120.51,120.51,120.18,1.61K,-0.27%
"Dec 07, 2012",120.45,120.35,120.53,120.17,1.27K,-0.02%
"Dec 06, 2012",120.47,120.1,120.49,119.86,34.23K,0.24%
"Dec 05, 2012",120.18,119.53,120.23,119.14,5.34K,0.34%
"Dec 04, 2012",119.77,119.63,119.79,119.33,5.05K,0.11%
"Dec 03, 2012",119.64,120.18,120.25,119.53,15.07K,-0.39%
"Nov 30, 2012",120.11,120.19,120.35,120.08,17.35K,0.00%
"Nov 29, 2012",120.11,120,120.3,119.92,48.16K,-0.03%
"Nov 28, 2012",120.15,119.49,120.31,119.45,217.22K,0.70%
"Nov 27, 2012",119.32,119.16,119.48,119.04,447.35K,-0.09%
"Nov 26, 2012",119.43,119.46,119.69,119.39,248.66K,0.01%
"Nov 23, 2012",119.42,119.31,119.66,119.25,118.36K,-0.01%
"Nov 22, 2012",119.43,119.2,119.44,119.14,137.13K,0.09%
"Nov 21, 2012",119.32,119.45,119.63,119.21,124.03K,-0.08%
"Nov 20, 2012",119.42,120.23,120.24,119.36,153.79K,-0.52%
"Nov 19, 2012",120.05,120.37,120.43,119.98,92.46K,-0.38%
"Nov 16, 2012",120.51,120.43,120.64,120.28,107.39K,0.09%
"Nov 15, 2012",120.4,120.37,120.53,120.13,167.39K,0.12%
"Nov 14, 2012",120.25,120.46,120.57,119.95,170.02K,-0.32%
"Nov 13, 2012",120.64,120.67,120.9,120.38,172.73K,0.06%
"Nov 12, 2012",120.57,120.48,120.77,120.45,76.12K,0.08%
"Nov 09, 2012",120.47,120.08,121.05,120.08,216.53K,0.28%
"Nov 08, 2012",120.13,120.11,120.4,119.82,186.01K,-0.06%
"Nov 07, 2012",120.2,119.48,120.27,119.48,142.12K,0.48%
"Nov 06, 2012",119.63,119.55,119.74,119.49,150.08K,0.05%
"Nov 05, 2012",119.57,119.19,119.7,119.19,113.30K,0.37%
"Nov 02, 2012",119.13,118.96,119.45,118.7,141.75K,0.12%
"Nov 01, 2012",118.99,119.08,119.13,118.75,153.39K,-0.13%
"Oct 31, 2012",119.14,119.25,119.37,118.95,177.27K,-0.20%
"Oct 30, 2012",119.38,119.5,119.55,119.24,94.33K,-0.23%
"Oct 29, 2012",119.65,119.12,119.71,119.11,88.34K,0.57%
"Oct 26, 2012",118.97,118.89,119.11,118.7,128.30K,0.41%
"Oct 25, 2012",118.48,118.82,118.92,118.15,163.73K,-0.50%
"Oct 24, 2012",119.07,119.23,119.47,118.87,153.88K,-0.19%
"Oct 23, 2012",119.3,118.62,119.43,118.59,203.22K,0.60%
"Oct 22, 2012",118.59,118.7,118.81,118.38,108.65K,-0.13%
"Oct 19, 2012",118.75,118.53,118.93,118.38,118.58K,0.19%
"Oct 18, 2012",118.53,118.48,118.8,118.18,193.13K,-0.01%
"Oct 17, 2012",118.54,119.08,119.27,118.4,192.26K,-0.80%
"Oct 16, 2012",119.49,119.96,120.06,119.44,149.78K,-0.55%
"Oct 15, 2012",120.15,120.31,120.37,120.01,89.48K,-0.18%
"Oct 12, 2012",120.37,120,120.51,119.85,126.01K,0.46%
"Oct 11, 2012",119.82,120.35,120.36,119.66,148.81K,-0.08%
"Oct 10, 2012",119.91,120.43,120.43,119.78,148.91K,-0.38%
"Oct 09, 2012",120.37,120.26,120.48,120.03,149.61K,0.00%
"Oct 08, 2012",120.37,120.15,120.41,120.07,57.97K,0.36%
"Oct 05, 2012",119.94,120.47,120.55,119.8,125.21K,-0.55%
"Oct 04, 2012",120.6,120.79,120.86,120.28,115.97K,-0.10%
"Oct 03, 2012",120.72,120.79,120.83,120.58,110.45K,0.22%
"Oct 02, 2012",120.45,120.34,120.57,119.95,162.04K,0.15%
"Oct 01, 2012",120.27,120.5,120.54,120.07,118.41K,-0.29%
"Sep 28, 2012",120.62,120.49,120.88,120.32,150.54K,0.12%
"Sep 27, 2012",120.48,120.74,120.83,120.34,147.59K,-0.64%
"Sep 26, 2012",121.25,121.24,121.24,121.24,0.07K,0.63%
"Sep 25, 2012",120.49,120.69,120.99,120.66,0.26K,-0.05%
"Sep 24, 2012",120.55,120.53,120.57,120.49,0.55K,0.22%
"Sep 21, 2012",120.29,120.34,120.48,120.12,0.02K,-0.38%
"Sep 20, 2012",120.75,120.75,120.79,120.37,0.12K,0.37%
"Sep 19, 2012",120.3,120.18,120.4,120.17,0.15K,0.36%
"Sep 18, 2012",119.87,119.68,119.81,119.61,0.15K,0.35%
"Sep 17, 2012",119.45,119.17,119.27,119.17,0.10K,0.28%
"Sep 14, 2012",119.12,120.09,120.09,119.02,3.07K,-1.15%
"Sep 13, 2012",120.5,120.25,120.63,119.97,0.71K,0.27%
"Sep 12, 2012",120.18,120.93,120.96,120.11,9.80K,-0.82%
"Sep 11, 2012",121.17,121.11,121.25,120.99,0.83K,0.04%
"Sep 10, 2012",121.12,121.36,121.52,120.96,3.45K,-0.36%
"Sep 07, 2012",121.56,121.02,121.68,120.54,19.69K,0.23%
"Sep 06, 2012",121.28,121.92,121.92,121.27,1.91K,-0.61%
"Sep 05, 2012",122.02,122.17,122.26,121.8,7.24K,-0.02%
"Sep 04, 2012",122.05,121.68,122.16,121.34,6.38K,0.18%
"Sep 03, 2012",121.83,122.03,122.24,121.75,9.13K,-0.09%
"Aug 31, 2012",121.94,122.22,122.3,121.55,16.35K,-0.15%
"Aug 30, 2012",122.12,121.85,122.23,121.75,47.57K,0.39%
"Aug 29, 2012",121.65,121.92,122.06,121.47,259.66K,-0.12%
"Aug 28, 2012",121.8,121.45,121.84,121.44,348.61K,1.23%
"Aug 27, 2012",120.32,120.32,120.32,120.32,-,-0.93%
"Aug 24, 2012",121.44,121.02,121.5,120.97,170.29K,0.41%
"Aug 23, 2012",120.95,120.65,121.05,120.42,142.61K,0.52%
"Aug 22, 2012",120.32,119.86,120.43,119.75,106.87K,0.66%
"Aug 21, 2012",119.53,119.72,119.97,119.43,108.67K,-0.38%
"Aug 20, 2012",119.99,119.5,120.08,119.29,88.97K,0.08%
"Aug 17, 2012",119.9,119.62,119.93,119.55,69.77K,0.14%
"Aug 16, 2012",119.73,119.63,120.03,119.56,135.37K,-0.05%
"Aug 15, 2012",119.79,120.17,120.41,119.7,123.59K,-0.65%
"Aug 14, 2012",120.57,120.73,121.11,120.47,97.59K,-0.31%
"Aug 13, 2012",120.94,121.24,121.5,120.63,80.85K,-0.21%
"Aug 10, 2012",121.2,120.87,121.39,120.73,95.03K,0.66%
"Aug 09, 2012",120.4,120.7,121.4,120.26,106.99K,-0.32%
"Aug 08, 2012",120.79,120.93,121.3,120.75,116.27K,0.05%
"Aug 07, 2012",120.73,121.7,121.7,120.54,141.29K,-0.67%
"Aug 06, 2012",121.54,121.22,121.92,121.18,87.73K,0.36%
"Aug 03, 2012",121.1,121.99,122.15,120.85,111.12K,-0.84%
"Aug 02, 2012",122.12,121.53,122.23,120.99,139.98K,0.56%
"Aug 01, 2012",121.44,122.07,122.07,121.09,145.77K,-0.36%
"Jul 31, 2012",121.88,121.15,121.98,121.02,141.62K,0.64%
"Jul 30, 2012",121.1,121.34,121.35,120.8,114.54K,-0.07%
"Jul 27, 2012",121.18,121.45,121.92,121.06,110.50K,-0.44%
"Jul 26, 2012",121.72,122.06,122.15,121.25,125.71K,-0.24%
"Jul 25, 2012",122.01,121.85,122.19,121.59,134.59K,0.08%
"Jul 24, 2012",121.91,121.49,121.97,121.21,207.23K,0.08%
"Jul 23, 2012",121.81,121.95,122.45,121.69,116.04K,0.12%
"Jul 20, 2012",121.67,121.2,121.88,121.16,84.14K,0.35%
"Jul 19, 2012",121.24,121.5,121.65,120.95,122.01K,-0.35%
"Jul 18, 2012",121.66,121.25,121.88,121.23,121.40K,0.18%
"Jul 17, 2012",121.44,121.37,121.54,121.1,104.06K,0.05%
"Jul 16, 2012",121.38,121.09,121.68,121.09,79.64K,0.34%
"Jul 13, 2012",120.97,121.29,121.34,120.83,87.92K,-0.16%
"Jul 12, 2012",121.16,120.98,121.39,120.78,135.61K,0.26%
"Jul 11, 2012",120.85,120.59,120.92,120.57,93.48K,0.24%
"Jul 10, 2012",120.56,120.59,120.65,120.35,110.17K,-0.03%
"Jul 09, 2012",120.6,120.57,120.85,120.4,79.53K,0.12%
"Jul 06, 2012",120.45,120.02,120.54,119.82,98.71K,0.44%
"Jul 05, 2012",119.92,119.39,119.94,118.99,180.69K,0.55%
"Jul 04, 2012",119.26,118.77,119.3,118.73,110.12K,0.24%
"Jul 03, 2012",118.98,119.58,119.59,118.78,145.30K,-0.47%
"Jul 02, 2012",119.54,119.19,119.67,118.87,132.76K,0.36%
"Jun 29, 2012",119.11,119.14,119.43,118.25,170.63K,-0.77%
"Jun 28, 2012",120.04,119.88,120.25,119.72,123.44K,-0.35%
"Jun 27, 2012",120.46,120.59,120.59,120.45,3.51K,-0.07%
"Jun 26, 2012",120.55,120.59,120.59,120.09,1.30K,-0.12%
"Jun 25, 2012",120.69,120.57,120.71,120.57,0.13K,0.42%
"Jun 22, 2012",120.19,120.69,120.7,120.18,0.41K,-0.27%
"Jun 21, 2012",120.51,119.9,120.42,119.82,1.28K,0.52%
"Jun 20, 2012",119.89,120.04,120.32,119.82,0.27K,-0.20%
"Jun 19, 2012",120.13,120.67,121.19,120.3,0.51K,-0.46%
"Jun 18, 2012",120.68,120.57,121.21,120.5,0.50K,0.01%
"Jun 15, 2012",120.67,121.05,121.05,120.4,0.29K,0.45%
"Jun 14, 2012",120.13,119.7,120.45,119.7,2.41K,0.24%
"Jun 13, 2012",119.84,120.05,120.19,119.67,2.17K,-0.44%
"Jun 12, 2012",120.37,120.69,120.83,120.34,3.41K,-0.44%
"Jun 11, 2012",120.9,120.54,120.99,120.35,1.24K,-0.02%
"Jun 08, 2012",120.93,120.3,121.45,120.3,1.54K,0.72%
"Jun 07, 2012",120.07,120.9,121.18,119.71,3.63K,-0.59%
"Jun 06, 2012",120.78,121.18,121.36,120.66,19.96K,-0.09%
"Jun 05, 2012",120.89,120.89,120.89,120.89,-,-0.95%
"Jun 01, 2012",122.05,121.61,122.9,121.4,14.32K,0.31%
"May 31, 2012",121.67,120.83,121.69,120.36,26.76K,0.70%
"May 30, 2012",120.82,119.49,120.92,119.49,91.59K,1.15%
"May 29, 2012",119.45,119.48,119.77,119.28,227.77K,-0.18%
"May 28, 2012",119.66,119.4,119.79,119.37,260.34K,0.06%
"May 25, 2012",119.59,119.29,119.78,119.15,279.25K,0.18%
"May 24, 2012",119.37,119.29,119.86,119.18,205.98K,-0.03%
"May 23, 2012",119.41,118.63,119.68,118.62,146.83K,0.86%
"May 22, 2012",118.39,118.35,118.71,118.14,128.54K,-0.26%
"May 21, 2012",118.7,118.78,118.93,118.29,91.66K,-0.09%
"May 18, 2012",118.81,118.98,119.12,118.55,111.06K,0.20%
"May 17, 2012",118.57,118.33,118.97,118.33,131.04K,0.20%
"May 16, 2012",118.33,118.49,119.02,118.05,153.12K,0.06%
"May 15, 2012",118.26,118.05,118.35,117.83,158.40K,-0.04%
"May 14, 2012",118.31,117.75,118.54,117.73,108.00K,0.79%
"May 11, 2012",117.38,117.43,117.81,117.26,120.49K,0.19%
"May 10, 2012",117.16,117.81,118.06,116.76,158.94K,-0.70%
"May 09, 2012",117.98,117.75,118.29,117.52,140.46K,0.20%
"May 08, 2012",117.75,117.25,117.81,117.12,128.13K,0.73%
"May 04, 2012",116.9,116.49,117.09,116.42,94.29K,0.40%
"May 03, 2012",116.44,116.42,116.69,116.09,96.73K,0.06%
"May 02, 2012",116.37,115.54,116.51,115.52,125.88K,0.59%
"May 01, 2012",115.69,115.9,116.21,115.6,70.31K,0.07%
"Apr 30, 2012",115.61,115.37,115.82,115.15,90.41K,0.13%
"Apr 27, 2012",115.46,116.09,116.24,115.32,98.09K,-0.27%
"Apr 26, 2012",115.77,115.37,116.02,115.08,109.18K,0.43%
"Apr 25, 2012",115.28,115.6,116.13,115.08,174.13K,-0.31%
"Apr 24, 2012",115.64,115.38,115.85,115.24,150.78K,0.02%
"Apr 23, 2012",115.62,115.16,115.91,115.09,108.10K,0.56%
"Apr 20, 2012",114.98,115.08,115.37,114.54,120.77K,-0.08%
"Apr 19, 2012",115.07,115.2,115.51,114.81,137.06K,-0.16%
"Apr 18, 2012",115.26,115.73,115.98,114.78,154.89K,-0.34%
"Apr 17, 2012",115.65,116.3,116.3,115.53,111.39K,-0.57%
"Apr 16, 2012",116.31,116.45,116.58,116.04,79.10K,-0.03%
"Apr 13, 2012",116.34,115.93,116.38,115.82,80.86K,0.57%
"Apr 12, 2012",115.68,116.1,116.19,115.58,135.56K,-0.36%
"Apr 11, 2012",116.1,116.41,116.58,115.75,142.96K,-0.47%
"Apr 10, 2012",116.65,115.5,116.74,115.44,131.23K,1.66%
"Apr 05, 2012",114.75,114.28,115.25,114.27,110.02K,0.56%
"Apr 04, 2012",114.11,114.25,114.76,114.07,148.71K,-0.42%
"Apr 03, 2012",114.59,114.02,114.79,113.96,141.89K,0.35%
"Apr 02, 2012",114.19,113.99,114.35,113.61,129.31K,-0.28%
"Mar 30, 2012",114.51,114.44,114.77,114.31,117.95K,0.08%
"Mar 29, 2012",114.42,114.16,114.62,114.12,119.48K,-0.96%
"Mar 28, 2012",115.53,115.53,115.58,115.53,0.02K,0.08%
"Mar 27, 2012",115.44,115.25,115.53,115.03,0.30K,0.65%
"Mar 26, 2012",114.69,115.41,115.41,114.73,0.60K,-0.38%
"Mar 23, 2012",115.13,114.68,115.51,114.52,0.45K,0.30%
"Mar 22, 2012",114.79,115.01,115.02,114.59,0.79K,0.35%
"Mar 21, 2012",114.39,113.63,114.35,113.63,1.56K,0.55%
"Mar 20, 2012",113.76,113.86,113.86,113.65,1.67K,-0.05%
"Mar 19, 2012",113.82,114.07,114.07,113.65,1.82K,0.26%
"Mar 16, 2012",113.53,113.72,113.72,113.28,0.70K,-0.57%
"Mar 15, 2012",114.18,114.15,114.46,113.78,0.59K,-0.38%
"Mar 14, 2012",114.61,115.55,115.55,114.5,2.85K,-1.39%
"Mar 13, 2012",116.22,116.77,116.77,116.08,0.31K,-0.60%
"Mar 12, 2012",116.92,116.89,117.05,116.82,0.24K,0.47%
"Mar 09, 2012",116.37,116.42,116.57,116.25,0.97K,-0.05%
"Mar 08, 2012",116.43,116.38,116.55,116.08,0.45K,-0.04%
"Mar 07, 2012",116.48,116.53,116.77,116.46,4.15K,-0.06%
"Mar 06, 2012",116.55,116.33,116.68,116.2,20.89K,0.34%
"Mar 05, 2012",116.15,116.42,116.67,116.05,2.31K,-0.27%
"Mar 02, 2012",116.46,115.66,116.5,115.66,7.61K,0.72%
"Mar 01, 2012",115.63,116.26,116.42,115.53,28.25K,-0.64%
"Feb 29, 2012",116.38,116.8,116.9,116.22,23.27K,-0.46%
"Feb 28, 2012",116.92,116.65,117.11,116.64,75.17K,0.11%
"Feb 27, 2012",116.79,116.15,116.99,116.14,204.99K,0.42%
"Feb 24, 2012",116.3,116.01,116.37,115.97,276.21K,0.24%
"Feb 23, 2012",116.02,115.91,116.1,115.53,293.39K,0.33%
"Feb 22, 2012",115.64,114.79,116.02,114.69,189.98K,0.59%
"Feb 21, 2012",114.96,114.53,115.09,114.49,210.56K,0.21%
"Feb 20, 2012",114.72,114.94,115.12,114.69,70.39K,-0.39%
"Feb 17, 2012",115.17,115.47,115.59,114.86,121.16K,-0.52%
"Feb 16, 2012",115.77,116.14,116.39,115.5,149.14K,-0.34%
"Feb 15, 2012",116.17,115.99,116.34,115.78,158.18K,0.16%
"Feb 14, 2012",115.98,115.47,116.18,115.39,140.01K,0.29%
"Feb 13, 2012",115.65,115.48,115.79,115.2,90.53K,0.07%
"Feb 10, 2012",115.57,114.98,115.87,114.9,128.30K,0.86%
"Feb 09, 2012",114.58,115.2,115.51,114.51,206.85K,-0.44%
"Feb 08, 2012",115.09,114.67,115.19,114.6,128.57K,0.18%
"Feb 07, 2012",114.88,115.35,115.72,114.78,144.54K,-0.43%
"Feb 06, 2012",115.38,115.48,115.82,115.24,100.79K,0.12%
"Feb 03, 2012",115.24,116.15,116.35,115.01,154.09K,-0.66%
"Feb 02, 2012",116.01,116.5,116.7,115.75,170.27K,-0.44%
"Feb 01, 2012",116.52,117.12,117.19,116.3,179.99K,-0.62%
"Jan 31, 2012",117.25,116.87,117.27,116.5,159.63K,0.21%
"Jan 30, 2012",117,116.54,117.15,116.43,116.52K,0.63%
"Jan 27, 2012",116.27,116.15,116.63,115.94,119.98K,0.28%
"Jan 26, 2012",115.95,115.71,116.12,115.49,121.78K,0.55%
"Jan 25, 2012",115.32,115.2,115.79,115.13,149.14K,0.22%
"Jan 24, 2012",115.07,115.27,115.63,114.96,203.63K,-0.12%
"Jan 23, 2012",115.21,115.78,115.93,114.95,133.22K,-0.50%
"Jan 20, 2012",115.79,116.2,116.51,115.54,139.36K,-0.46%
"Jan 19, 2012",116.33,117.09,117.13,116.23,159.34K,-0.79%
"Jan 18, 2012",117.26,117.19,117.68,117.03,130.76K,0.07%
"Jan 17, 2012",117.18,117.02,117.37,116.63,133.86K,0.07%
"Jan 16, 2012",117.1,117.16,117.29,116.92,53.39K,0.00%
"Jan 13, 2012",117.1,116.33,117.28,116.3,114.24K,0.42%
"Jan 12, 2012",116.61,116.76,116.86,116.5,84.29K,-0.08%
"Jan 11, 2012",116.7,116.12,116.93,115.86,166.79K,0.49%
"Jan 10, 2012",116.13,116.64,116.67,116.05,112.99K,-0.53%
"Jan 09, 2012",116.75,116.6,116.83,116.25,61.88K,0.23%
"Jan 06, 2012",116.48,116.14,116.74,115.82,85.60K,0.19%
"Jan 05, 2012",116.26,116.05,116.55,115.71,106.85K,-0.05%
"Jan 04, 2012",116.32,116.42,116.65,116.02,99.11K,-0.13%
"Jan 03, 2012",116.47,116.57,116.82,116.25,73.53K,-0.41%
"Jan 02, 2012",116.94,116.94,116.94,116.94,-,0.00%
"Dec 30, 2011",116.95,116.84,117.39,116.83,23.52K,-0.09%
"Dec 29, 2011",117.06,116.24,117.2,116.2,33.70K,-12.18%
"Dec 28, 2011",133.29,133.4,133.63,133.27,0.43K,14.54%
"Dec 26, 2011",116.36,116.36,116.36,116.36,-,-12.70%
"Dec 23, 2011",133.3,133.4,133.48,133.33,0.01K,0.09%
"Dec 22, 2011",133.18,133.3,133.41,133.18,0.01K,-0.05%
"Dec 21, 2011",133.24,132.91,133.42,132.81,0.02K,0.34%
"Dec 20, 2011",132.79,132.94,133.03,132.77,0.11K,-0.14%
